04,04011,261,いんげんまめ　豆きんとん　　　,0,249,1042,37.8,4.9,(3.8),0.5,(0.3),(0.06),(0.04),(0.18),(0),56.2,-,4.3,0.5,4.8,0.6,100,120,28,23,83,1.0,0.5,0.09,0.50,-,-,-,-,(0),Tr,Tr,-,Tr,(0),(0),0,Tr,1.3,0.1,1,0.01,0.01,0.1,0.03,(0),15,0.07,-,Tr,0.3,-,-,-,-,-,-,-,-,-,-,　 
04,04012,262,えんどう　全粒　青えんどう　乾　　,0,352,1473,13.4,21.7,17.4,2.3,1.5,0.27,0.44,0.68,(0),60.4,42.7,1.2,16.2,17.4,2.2,1,870,65,120,360,5.0,4.1,0.49,-,1,11,2,280,(0),0,89,6,92,8,(0),0.1,0,6.7,0.2,16,0.72,0.15,2.5,0.29,(0),24,1.74,16.0,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04074,263,えんどう　全粒　赤えんどう　乾　　,0,352,1473,13.4,21.7,-,2.3,-,-,-,-,(0),60.4,-,1.2,16.2,17.4,2.2,1,870,65,120,360,5.0,4.1,0.49,-,1,11,2,280,(0),0,16,4,18,1,(0),0.1,0,6.7,0.2,16,0.72,0.15,2.5,0.29,(0),24,1.74,16.0,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04013,264,えんどう　全粒　青えんどう　ゆで　　,0,148,619,63.8,9.2,(7.4),1.0,(0.6),(0.12),(0.19),(0.30),(0),25.2,18.8,0.5,7.2,7.7,0.8,1,260,28,40,65,2.2,1.4,0.21,-,0,5,1,63,(0),0,43,2,44,4,(0),0,0,2.3,0.1,7,0.27,0.06,0.8,Tr,(0),5,0.39,5.7,Tr,0,-,-,-,-,-,-,-,-,-,220,　 
04,04075,265,えんどう　全粒　赤えんどう　ゆで　　,0,148,619,63.8,9.2,-,1.0,-,-,-,-,(0),25.2,-,0.5,7.2,7.7,0.8,1,260,28,40,65,2.2,1.4,0.21,-,0,5,1,63,(0),0,6,1,7,1,(0),0,0,2.3,0.1,7,0.27,0.06,0.8,Tr,(0),5,0.39,5.7,Tr,0,-,-,-,-,-,-,-,-,-,220,　 
04,04014,266,えんどう　グリンピース（揚げ豆）　　　,0,423,1770,5.6,20.8,(16.6),11.6,9.8,0.86,5.28,3.23,(0),58.8,-,0.9,18.7,19.6,3.2,350,850,88,110,450,5.4,3.5,0.62,0.90,-,-,-,-,(0),-,-,-,26,2,(0),1.1,0.5,5.2,0.4,24,0.52,0.16,1.9,0.17,0,8,0.44,-,Tr,0.9,-,-,-,-,-,-,-,-,-,-,　 
04,04015,267,えんどう　塩豆　　　,0,364,1523,6.3,23.3,(18.6),2.4,1.7,0.30,0.55,0.78,(0),61.5,-,1.1,16.8,17.9,6.5,610,970,1300,120,360,5.6,3.6,0.57,1.03,-,-,-,-,(0),0,68,2,69,6,(0),0.1,0,3.7,0.1,16,0.20,0.10,2.2,0.15,(0),17,1.25,-,Tr,1.5,-,-,-,-,-,-,-,-,-,-,炭酸カルシウム使用　 
04,04016,268,えんどう　うぐいす豆　,0,240,1004,39.7,5.6,(4.5),0.7,0.3,0.06,0.11,0.15,(0),52.9,-,0.7,4.6,5.3,1.1,150,100,18,26,130,2.5,0.8,0.15,-,-,-,-,-,(0),-,-,-,6,Tr,(0),0,0,2.2,0.1,8,0.02,0.01,0.3,0.04,(0),4,0.24,-,Tr,0.4,-,-,-,-,-,-,-,-,-,-,煮豆　 
04,04017,269,ささげ　全粒　乾　　　,0,336,1406,15.5,23.9,19.2,2.0,1.3,0.43,0.12,0.73,(0),55.0,40.7,1.3,17.1,18.4,3.6,1,1400,75,170,400,5.6,4.9,0.71,-,0,6,6,380,(0),0,18,1,19,2,(0),Tr,0,6.2,9.7,14,0.50,0.10,2.5,0.24,(0),300,1.30,11.1,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04018,270,ささげ　全粒　ゆで　　　,0,145,607,63.9,10.2,(8.2),0.9,(0.6),(0.19),(0.05),(0.33),(0),23.8,18.7,0.8,9.9,10.7,1.2,Tr,400,32,55,150,2.6,1.5,0.23,-,0,2,2,150,(0),0,8,0,8,1,(0),0,0,2.3,4.7,6,0.20,0.05,0.6,0.06,(0),48,0.27,4.8,Tr,0,-,-,-,-,-,-,-,-,-,230,　 
04,04019,271,そらまめ　全粒　乾　　　,0,348,1456,13.3,26.0,20.0,2.0,1.3,0.24,0.33,0.65,(0),55.9,37.6,1.3,8.0,9.3,2.8,1,1100,100,120,440,5.7,4.6,1.20,-,0,3,1,260,(0),0,5,0,5,Tr,(0),0.7,0,5.0,0.1,13,0.50,0.20,2.5,0.41,(0),260,0.48,12.5,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04020,272,そらまめ　フライビーンズ　　　,0,472,1975,4.0,24.7,(19.0),20.8,(19.6),(1.53),(11.64),(5.55),-,46.4,-,0.9,14.0,14.9,4.1,690,710,90,87,440,7.5,2.6,0.77,-,-,-,-,-,(0),-,-,-,18,2,(0),3.3,0,8.4,0.3,38,0.10,0.05,1.0,0.36,(0),120,0.26,-,Tr,1.8,-,-,-,-,-,-,-,-,-,-,"別名： いかり豆
種皮付き　 "
04,04021,273,そらまめ　おたふく豆　,0,251,1050,37.2,7.9,(6.1),1.2,0.6,0.11,0.18,0.33,(0),52.2,-,1.4,4.5,5.9,1.5,160,110,54,27,140,5.3,0.8,0.32,-,-,-,-,-,(0),-,-,-,Tr,(0),(0),0.2,0,1.1,0,6,0.01,0.01,0.2,0.06,(0),30,0.14,-,Tr,0.4,-,-,-,-,-,-,-,-,-,-,煮豆　 
04,04022,274,そらまめ　ふき豆　,0,263,1100,34.5,9.6,(7.4),1.6,1.1,0.18,0.33,0.56,(0),52.5,-,0.8,3.7,4.5,1.8,320,110,39,20,150,2.7,0.9,0.38,-,-,-,-,-,(0),-,-,-,Tr,(0),(0),0.3,0,1.4,0,3,0.02,0.01,0.2,0.07,(0),36,0.20,-,Tr,0.8,-,-,-,-,-,-,-,-,-,-,煮豆　 
04,04076,275,そらまめ　しょうゆ豆　,0,196,819,50.2,9.8,-,0.9,(0.5),(0.08),(0.13),(0.24),(0),37.1,-,0.8,9.3,10.1,2.0,460,280,39,38,130,1.9,1.1,0.33,0.43,-,-,-,-,(0),(0),4,(0),4,Tr,(0),0.4,0,1.6,0,9,0.06,0.09,0.7,0.08,(0),45,0.11,-,0,1.2,-,-,-,-,-,-,-,-,-,-,"煮豆
調味液を除いたもの　 "
04,04023,276,だいず　［全粒・全粒製品］　全粒　国産　黄大豆　乾　,0,422,1765,12.4,33.8,32.1,19.7,18.6,2.59,4.80,10.39,Tr,29.5,7.0,1.5,16.4,17.9,4.7,1,1900,180,220,490,6.8,3.1,1.07,2.51,0,5,3,350,(0),Tr,7,1,7,1,(0),2.3,0.9,13.0,8.6,18,0.71,0.26,2.0,0.51,(0),260,1.36,27.5,3,0,-,-,-,-,-,-,-,-,-,-,　 
04,04077,277,だいず　［全粒・全粒製品］　全粒　国産　黒大豆　乾　,0,414,1731,12.7,33.9,31.4,18.1,16.4,2.42,3.71,9.57,(Tr),30.8,8.6,1.4,14.6,16.0,4.6,Tr,1800,190,200,510,5.7,3.6,1.01,2.12,0,3,1,350,(0),1,30,4,33,3,(0),3.1,1.8,14.0,10.1,-,0.72,0.28,2.2,0.50,(0),380,0.99,29.7,4,0,-,-,-,-,-,-,-,-,-,-,　 
04,04024,278,だいず　［全粒・全粒製品］　全粒　国産　黄大豆　ゆで　,0,176,738,65.4,14.8,13.8,9.8,(9.2),(1.28),(2.38),(5.15),(Tr),8.4,1.6,0.9,5.8,6.6,1.6,1,530,79,100,190,2.2,1.9,0.23,-,0,2,Tr,77,(0),0,3,0,3,Tr,(0),1.6,0.8,4.2,3.2,7,0.17,0.08,0.4,0.10,(0),41,0.26,9.8,Tr,0,-,-,-,-,-,-,-,-,-,220,　 
04,04025,279,だいず　［全粒・全粒製品］　全粒　米国産　黄大豆　乾　,0,433,1812,11.7,33.0,30.3,21.7,(19.9),(3.13),(4.19),(11.71),Tr,28.8,7.0,0.9,15.0,15.9,4.8,1,1800,230,230,480,8.6,4.5,0.97,-,2,28,1,300,(0),0,7,0,7,1,(0),1.7,0.4,15.1,5.6,34,0.88,0.30,2.1,0.46,(0),220,1.49,33.6,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04026,280,だいず　［全粒・全粒製品］　全粒　中国産　黄大豆　乾　,0,422,1766,12.5,32.8,30.5,19.5,(17.9),(2.63),(3.38),(11.09),Tr,30.8,7.7,0.9,14.7,15.6,4.4,1,1800,170,220,460,8.9,3.9,1.01,-,0,2,1,41,(0),0,9,0,9,1,(0),2.1,0.7,18.5,8.1,34,0.84,0.30,2.2,0.59,(0),260,1.64,32.6,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04027,281,だいず　［全粒・全粒製品］　全粒　ブラジル産　黄大豆　乾　,0,451,1887,8.3,33.6,(30.9),22.6,20.2,3.14,5.02,11.13,(Tr),30.7,5.2,1.0,16.3,17.3,4.8,2,1800,250,250,580,9.0,3.5,1.11,2.54,0,1,1,660,(0),0,15,0,15,1,(0),4.8,0.7,20.3,6.4,36,0.77,0.29,2.2,0.45,(0),220,1.68,32.9,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04078,282,だいず　［全粒・全粒製品］　いり大豆　黄大豆　,0,439,1835,2.5,37.5,34.2,21.6,20.2,2.81,5.16,11.37,(Tr),33.3,7.5,2.4,17.1,19.4,5.1,5,2000,160,240,710,7.6,4.2,1.31,3.24,1,5,5,290,(0),1,5,2,7,1,(0),2.2,1.1,14.4,9.8,38,0.14,0.26,2.7,0.39,(0),260,0.71,27.4,1,0,-,-,-,-,-,-,-,-,1.8,-,　 
04,04079,283,だいず　［全粒・全粒製品］　いり大豆　黒大豆　,0,442,1850,2.4,36.4,32.9,22.0,20.3,2.83,5.87,10.67,(Tr),34.3,8.8,2.4,16.9,19.2,5.0,4,2100,120,220,640,7.2,3.7,1.06,2.37,1,3,12,240,(0),2,12,3,14,1,(0),3.1,1.3,16.3,10.6,32,0.12,0.27,2.5,0.41,(0),280,0.68,26.7,1,0,-,-,-,-,-,-,-,-,1.6,-,　 
04,04080,284,だいず　［全粒・全粒製品］　いり大豆　青大豆　,0,435,1820,2.7,37.7,34.8,20.7,19.1,2.84,4.02,11.39,(Tr),33.9,9.5,2.2,16.2,18.4,5.0,4,2000,160,250,650,6.7,4.2,1.29,2.90,1,5,2,800,(0),1,9,2,10,1,(0),1.3,0.5,17.2,11.4,38,0.15,0.27,2.2,0.45,(0),250,0.57,25.0,1,0,-,-,-,-,-,-,-,-,1.8,-,　 
04,04028,285,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆　　,0,140,586,71.7,12.9,12.2,6.7,(6.3),(0.88),(1.63),(3.53),(Tr),7.7,0.9,0.4,6.4,6.8,1.0,210,250,100,55,170,1.8,1.1,0.28,0.84,-,-,-,-,(0),0,0,0,0,(0),(0),0.5,0.3,6.2,5.6,5,0.01,0.02,0.1,0.01,(0),11,0,-,Tr,0.5,-,-,-,-,-,-,-,-,-,-,液汁を除いたもの　 
04,04081,286,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆 　,0,205,858,57.4,16.6,(15.7),9.8,(9.2),(1.28),(2.38),(5.15),0,13.8,-,2.3,6.5,8.8,2.4,230,810,75,110,290,2.8,1.8,0.51,1.33,-,-,-,-,0,0,2,1,3,Tr,0,0.8,0.3,8.0,5.3,11,0.15,0.10,0.9,0.18,0,96,0.34,-,0,0.6,-,-,-,-,-,-,-,-,-,-,試料： レトルト製品　 
04,04029,287,だいず　［全粒・全粒製品］　きな粉　全粒大豆　黄大豆　,0,450,1883,4.0,36.7,33.6,25.7,24.7,3.59,5.92,14.08,(Tr),28.5,7.1,2.7,15.4,18.1,5.1,1,2000,190,260,660,8.0,4.1,1.12,2.75,Tr,5,12,380,(0),0,3,1,4,Tr,(0),1.7,1.2,11.5,8.6,27,0.07,0.24,2.2,0.52,(0),220,1.01,31.0,1,0,-,-,-,-,-,-,-,-,-,-,　 
04,04082,288,だいず　［全粒・全粒製品］　きな粉　全粒大豆　青大豆　,0,431,1802,5.9,37.0,34.1,22.8,20.9,3.21,4.17,12.59,(Tr),29.3,8.7,1.9,15.0,16.9,5.0,1,2000,160,240,690,7.9,4.5,1.32,2.76,1,3,5,450,(0),4,50,3,53,4,(0),2.4,0.7,15.4,9.0,57,0.29,0.29,2.2,0.51,(0),250,0.91,28.9,1,0,-,-,-,-,-,-,-,-,1.8,-,　 
04,04030,289,だいず　［全粒・全粒製品］　きな粉　脱皮大豆　黄大豆　,0,451,1889,2.6,37.5,33.9,25.1,23.7,3.43,5.61,13.61,(Tr),29.5,6.8,2.4,12.9,15.3,5.4,2,2000,180,250,680,6.2,4.0,1.23,2.32,Tr,5,7,370,(0),Tr,6,1,6,1,(0),1.9,0.8,15.5,8.6,42,0.07,0.22,2.1,0.30,(0),250,0.74,32.9,0,0,-,-,-,-,-,-,-,-,-,-,　 
04,04083,290,だいず　［全粒・全粒製品］　大豆はいが　　,0,442,1848,3.9,37.8,-,14.7,-,-,-,-,(0),39.5,-,2.8,16.0,18.8,4.1,0,1400,100,200,720,11.7,6.0,1.13,2.86,-,-,-,-,(0),(0),19,(0),19,2,(0),18.5,1.3,10.3,1.6,190,0.03,0.73,3.4,0.56,(0),460,0.59,-,0,0,-,-,-,-,-,-,-,-,-,-,　 
04,04031,291,だいず　［全粒・全粒製品］　ぶどう豆　,0,289,1209,36.0,14.1,13.2,9.4,(8.9),(1.23),(2.29),(4.95),(Tr),37.0,31.5,1.3,5.0,6.3,3.5,620,330,80,60,200,4.2,1.1,0.39,-,-,-,-,-,(0),-,-,-,(0),(0),(0),2.4,1.4,6.3,4.2,10,0.09,0.05,0.4,0.07,(0),48,0.28,-,Tr,1.6,-,-,-,-,-,-,-,-,-,-,煮豆　 
04,04032,292,だいず　［豆腐・油揚げ類］　木綿豆腐　,0,72,301,86.8,6.6,6.2,4.2,3.8,0.68,0.78,2.21,0,1.6,0.7,0.1,0.3,0.4,0.8,59,140,86,130,110,0.9,0.6,0.15,0.38,5,4,2,41,(0),-,-,-,0,(0),(0),0.2,0.1,3.1,1.3,13,0.07,0.03,0.1,0.05,(0),12,0.02,3.8,Tr,0.1,-,-,-,-,-,-,-,-,-,-,　 
04,04033,293,だいず　［豆腐・油揚げ類］　絹ごし豆腐　　,0,56,234,89.4,4.9,4.8,3.0,(2.7),(0.48),(0.56),(1.58),(0),2.0,0.9,0.1,0.2,0.3,0.7,14,150,57,55,81,0.8,0.5,0.15,0.31,-,-,-,-,(0),-,-,-,0,(0),(0),0.1,Tr,2.1,0.9,12,0.10,0.04,0.2,0.06,(0),11,0.09,-,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04034,294,だいず　［豆腐・油揚げ類］　ソフト豆腐　　,0,59,247,88.9,5.1,4.9,3.3,(3.0),(0.53),(0.61),(1.74),(0),2.0,0.4,0.2,0.2,0.4,0.7,7,150,91,32,82,0.7,0.5,0.16,0.33,-,-,-,-,(0),-,-,-,(0),(0),(0),0.1,0.1,2.2,1.0,10,0.07,0.03,0.1,0.07,(0),10,0.10,-,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04035,295,だいず　［豆腐・油揚げ類］　充てん豆腐　　,0,59,247,88.6,5.0,5.0,3.1,(2.8),(0.50),(0.58),(1.63),(0),2.5,0.8,0.2,0.1,0.3,0.8,10,200,31,68,83,0.8,0.6,0.18,0.43,-,-,-,-,(0),-,-,-,0,(0),(0),0.3,0.1,2.4,0.8,11,0.15,0.05,0.3,0.09,(0),23,0.12,-,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04036,296,だいず　［豆腐・油揚げ類］　沖縄豆腐　　,0,106,444,81.8,9.1,(8.6),7.2,(6.6),(1.16),(1.34),(3.80),(0),0.7,(1.0),0.2,0.3,0.5,1.2,170,180,120,66,130,1.7,1.0,0.19,0.93,-,-,-,-,(0),-,-,-,(0),(0),(0),0.4,0.1,4.8,1.8,16,0.10,0.04,0.2,0.06,(0),14,Tr,-,Tr,0.4,-,-,-,-,-,-,-,-,-,-,別名： 島豆腐　 
04,04037,297,だいず　［豆腐・油揚げ類］　ゆし豆腐　　,0,50,209,90.0,4.3,(4.1),2.8,(2.6),(0.45),(0.52),(1.48),(0),1.7,(0.6),0.2,0.1,0.3,1.2,240,210,36,43,71,0.7,0.5,0.14,0.30,-,-,-,-,(0),-,-,-,0,(0),(0),0.1,0.1,2.0,1.2,9,0.10,0.04,0.2,0.07,0,13,0.20,-,Tr,0.6,-,-,-,-,-,-,-,-,-,-,　 
04,04038,298,だいず　［豆腐・油揚げ類］　焼き豆腐　　,0,88,368,84.8,7.8,7.7,5.7,(5.2),(0.92),(1.06),(3.00),(0),1.0,0.7,0.1,0.4,0.5,0.7,4,90,150,37,110,1.6,0.8,0.16,0.60,-,-,-,-,(0),-,-,-,(0),(0),(0),0.2,0.1,3.5,1.5,14,0.07,0.03,0.1,0.05,(0),12,0.06,-,Tr,0,-,-,-,-,-,-,-,-,-,-,　 
04,04039,299,だいず　［豆腐・油揚げ類］　生揚げ　　,0,150,628,75.9,10.7,10.1,11.3,(10.7),(1.61),(3.07),(5.51),Tr,0.9,1.2,0.2,0.5,0.7,1.2,3,120,240,55,150,2.6,1.1,0.22,0.85,-,-,-,-,(0),-,-,-,(0),(0),(0),0.8,0.1,5.6,2.0,25,0.07,0.03,0.1,0.08,(0),23,0.17,-,Tr,0,-,-,-,-,-,-,-,-,-,-,別名： 厚揚げ　 
04,04040,300,だいず　［豆腐・油揚げ類］　油揚げ　生　,0,410,1715,39.9,23.4,22.4,34.4,31.2,3.89,12.44,13.56,(Tr),0.4,0.5,0.5,0.8,1.3,1.9,4,86,310,150,350,3.2,2.5,0.22,1.55,1,8,5,97,(0),-,-,-,(0),(0),(0),1.3,0.2,12.0,5.6,67,0.06,0.04,0.2,0.07,(0),18,0.07,7.1,0,0,-,-,-,-,-,-,-,-,-,-,　 
04,04084,301,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生　,0,288,1203,56.9,18.2,17.5,23.4,21.3,2.74,8.07,9.60,(Tr),Tr,0.3,0.4,0.5,0.9,1.4,2,51,230,110,280,2.5,2.1,0.16,1.22,Tr,6,4,68,(0),-,-,-,(0),(0),(0),0.9,0.2,9.6,4.5,48,0.04,0.02,0.1,0.04,(0),12,0.04,4.8,0,0,-,-,-,-,-,-,-,-,-,140,　 
04,04085,302,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き　,0,398,1664,40.2,24.9,24.1,32.2,28.8,3.73,10.77,13.01,(Tr),0.7,0.4,0.5,0.7,1.2,2.0,4,74,320,150,380,3.4,2.7,0.22,1.65,Tr,8,6,92,(0),-,-,-,(0),(0),(0),1.1,0.3,12.4,5.8,65,0.04,0.03,0.2,0.06,(0),14,0.04,6.8,0,0,-,-,-,-,-,-,-,-,-,99,　 
04,04086,303,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで　,0,177,742,72.6,12.4,12.0,13.8,12.5,1.68,4.34,5.98,(Tr),0.3,0.1,0.2,0.4,0.6,0.9,Tr,12,140,59,180,1.6,1.4,0.07,0.73,0,4,3,22,(0),-,-,-,(0),(0),(0),0.5,0.1,5.0,2.4,26,0.01,0.01,0,0.01,(0),3,0.02,3.3,0,0,-,-,-,-,-,-,-,-,-,210,　 
04,04041,304,だいず　［豆腐・油揚げ類］　がんもどき　　,0,228,954,63.5,15.3,14.9,17.8,(16.8),(2.49),(5.02),(8.52),Tr,1.6,2.2,0.6,0.8,1.4,1.8,190,80,270,98,200,3.6,1.6,0.22,1.30,32,4,8,60,(0),-,-,-,(0),(0),(0),1.5,0.2,8.1,2.5,43,0.03,0.04,0.2,0.08,(0),21,0.20,7.6,Tr,0.5,-,-,-,-,-,-,-,-,-,-,　 
04,04042,305,だいず　［豆腐・油揚げ類］　凍り豆腐　乾　,0,536,2241,7.2,50.5,48.6,34.1,32.3,5.22,7.38,18.32,(0),4.2,0.2,0.5,1.9,2.5,4.0,440,34,630,140,820,7.5,5.2,0.57,4.32,1,19,5,67,(0),1,7,3,9,1,(0),1.9,0.8,20.4,10.6,60,0.02,0.02,Tr,0.02,0.1,6,0.10,21.4,0,1.1,-,-,-,-,-,-,-,-,-,-,"別名： 高野豆腐
試料： 炭酸水素ナトリウム処理製品　 "
04,04087,306,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮　,0,115,480,79.6,10.7,10.5,7.3,6.7,1.07,1.53,3.76,(0),1.1,0.1,0.2,0.4,0.5,1.3,260,3,150,29,180,1.7,1.2,0.09,1.02,Tr,5,1,3,(0),0,1,1,2,Tr,(0),0.3,0.2,4.0,2.2,13,0,0,0,0,(0),0,0.02,3.1,0,0.7,-,-,-,-,-,-,-,-,-,430,"別名： 高野豆腐
湯戻し後、煮たもの　 "
04,04043,307,だいず　［豆腐・油揚げ類］　豆腐よう　　,0,189,791,60.6,9.5,-,8.3,7.5,1.17,1.59,4.39,(0),19.1,-,0.3,0.5,0.8,2.5,760,38,160,52,190,1.7,1.7,0.22,1.70,1,4,3,45,(0),-,-,-,2,Tr,(0),0.6,0.2,7.0,3.1,18,0.02,0.07,0.5,0.05,Tr,7,0.40,4.2,Tr,1.9,-,-,-,-,-,-,-,-,-,-,　 
04,04044,308,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し　,0,126,527,71.6,14.9,-,4.4,3.7,0.62,0.73,2.17,12,6.7,-,0.2,0.6,0.8,2.4,740,140,70,65,150,2.0,1.0,0.13,0.58,63,14,4,43,3,-,-,-,(0),3,(0),0.4,0.1,2.8,0.5,12,0.12,0.08,0.5,0.04,0.6,11,0.17,4.2,Tr,1.9,-,-,-,-,-,-,-,-,-,-,原材料配合割合： 豆腐2、すり身1　 
04,04045,309,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き　,0,139,582,68.8,16.1,-,4.9,4.1,0.69,0.82,2.39,13,7.5,-,0.2,0.5,0.7,2.7,900,150,100,73,170,2.3,1.0,0.14,0.61,-,-,-,-,(0),-,-,-,(0),(0),(0),0.4,0.1,3.0,0.6,10,0.13,0.08,0.5,0.04,0.8,17,0.21,-,Tr,2.3,-,-,-,-,-,-,-,-,-,-,原材料配合割合： 豆腐2、すり身1　 
04,04088,310,だいず　［豆腐・油揚げ類］　ろくじょう豆腐　　,0,347,1453,26.5,34.7,(32.7),21.5,(19.6),(3.46),(4.00),(11.33),(0),3.8,-,0.9,2.3,3.2,13.5,4300,430,660,110,590,6.1,4.6,0.73,3.83,-,-,-,-,(0),(0),3,(0),3,Tr,(0),2.5,0.5,15.1,5.1,41,0.10,0.06,0.5,0.11,(0),23,0.14,-,0,11.0,-,-,-,-,-,-,-,-,-,-,　 
